14-DigitPINNumber,StreetNumber,Dir.,StreetName,Type,Sq.Ft.,Ward,CommunityArea,ZoningClassification,TIFDistrict,Location
25-16-428-014-0000,219,W,110TH,PL,"2,979",34,ROSELAND,RS-3,107th/Halsted,"219 W 110TH PL
CHICAGO, IL
(41.693427, -87.628371)"
20-33-121-036-0000,8146,S,VINCENNES,AVE,"3,624",21,CHATHAM,M1-1,NOT IN TIF,"8146 S VINCENNES AVE
CHICAGO, IL
(41.745692, -87.6356)"
20-28-104-012-0000,7150,S,PARNELL,AVE,"12,298",6,ENGLEWOOD,M1-2,67th/Wentworth,"7150 S PARNELL AVE
CHICAGO, IL
(41.763747, -87.638278)"
20-16-113-005-0000,5711,S,EMERALD,AVE,"2,989",20,ENGLEWOOD,RS-3,NOT IN TIF,"5711 S EMERALD AVE
CHICAGO, IL
(41.790214, -87.643824)"
25-16-428-010-0000,235,W,110TH,PL,"4,472",34,ROSELAND,RS-3,107th/Halsted,"235 W 110TH PL
CHICAGO, IL
(41.693419, -87.629312)"
16-13-209-048-0000,2619,W,WILCOX,ST,"6,275",27,EAST GARFIELD PARK,PD 843,Midwest,"2619 W WILCOX ST
CHICAGO, IL
(41.879292, -87.692224)"
20-07-418-027-0000,5308,S,HONORE,ST,"3,120",16,NEW CITY,RS-3,NOT IN TIF,"5308 S HONORE ST
CHICAGO, IL
(41.797334, -87.670738)"
16-13-328-021-0000,1116,S,RICHMOND,ST,"3,129",28,NORTH LAWNDALE,RT-4,Midwest,"1116 S RICHMOND ST
CHICAGO, IL
(41.867749, -87.699591)"
20-17-102-037-0000,5519,S,LAFLIN,ST,"6,080",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5519 S LAFLIN ST
CHICAGO, IL
(41.792951, -87.662046)"
20-29-416-006-0000,7713,S,RACINE,AVE,"3,095",17,AUBURN GRESHAM,B1-1,79th Street Corridor,"7713 S RACINE AVE
CHICAGO, IL
(41.753683, -87.65383)"
20-18-422-004-0000,6111,S,PAULINA,ST,"3,117",15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6111 S PAULINA ST
CHICAGO, IL
(41.782895, -87.666716)"
19-25-320-010-0000,2951,W,77TH,ST,"5,687",18,ASHBURN,RS-2,NOT IN TIF,"2951 W 77TH ST
CHICAGO, IL
(41.753536, -87.697207)"
16-11-207-012-0000,712,N,KEDZIE,AVE,"15,549",27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"712 N KEDZIE AVE
CHICAGO, IL
(41.893958, -87.706535)"
16-02-300-018-0000,1101,N,PULASKI,RD,"4,129",37,HUMBOLDT PARK,B3-1,Chicago/Central Park,"1101 N PULASKI RD
CHICAGO, IL
(41.901006, -87.726249)"
26-05-107-039-0000,8944,S,AVENUE O,AVE,"3,006",10,SOUTH CHICAGO,RS-2,South Chicago,"8944 S AVENUE O AVE
CHICAGO, IL
(41.732771, -87.540286)"
16-02-228-023-0000,3244,W,DIVISION,ST,"3,099",26,HUMBOLDT PARK,B3-3,Division/Homan,"3244 W DIVISION ST
CHICAGO, IL
(41.90283, -87.708558)"
17-08-232-009-0000,626,N,SANGAMON,,"2,256",27,WEST TOWN,M1-2,NOT IN TIF,"626 N SANGAMON
CHICAGO, IL
(41.894195, -87.651127)"
20-21-309-016-1001,6850,S,PARNELL,AVE,0,6,ENGLEWOOD,RT-4,67th/Wentworth,"6850 S PARNELL AVE
CHICAGO, IL
(41.769835, -87.638662)"
20-20-223-027-0000,6528,S,HALSTED,ST,"5,888",20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6528 S HALSTED ST
CHICAGO, IL
(41.774949, -87.644743)"
26-05-102-048-0000,3236,E,89TH,ST,"2,112",10,SOUTH CHICAGO,RT-4,South Chicago,"3236 E 89TH ST
CHICAGO, IL
(41.73382, -87.545444)"
20-31-423-029-0000,8657,S,DAMEN,AVE,"4,116",21,AUBURN GRESHAM,B1-1,NOT IN TIF,"8657 S DAMEN AVE
CHICAGO, IL
(41.736079, -87.67281)"
26-06-220-018-0000,8947,S,BRANDON,AVE,"3,269",10,SOUTH CHICAGO,RT-4,South Chicago,"8947 S BRANDON AVE
CHICAGO, IL
(41.732724, -87.546983)"
20-16-314-033-0000,400,W,61ST,ST,"5,077",20,ENGLEWOOD,RS-3,Englewood Neighborhood,"400 W 61ST ST
CHICAGO, IL
(41.783558, -87.63525)"
20-04-223-047-0000,4156,S,WENTWORTH,AVE,"3,054",3,FULLER PARK,RS-3,47th/Halsted,"4156 S WENTWORTH AVE
CHICAGO, IL
(41.81833, -87.631237)"
17-05-405-004-0000,1120,N,HALSTED,,230,27,NEAR NORTH SIDE,M3-3,Near North,"1120 N HALSTED
CHICAGO, IL
(41.902827, -87.648015)"
20-17-415-009-0000,6001,S,GREEN,ST,"3,126",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6001 S GREEN ST
CHICAGO, IL
(41.784863, -87.646144)"
16-13-322-010-0000,2934,W,FILLMORE,ST,"3,098",28,NORTH LAWNDALE,RT-4,Midwest,"2934 W FILLMORE ST
CHICAGO, IL
(41.868302, -87.699838)"
20-08-217-038-0000,1022,W,51ST,ST,"3,128",20,NEW CITY,B3-2,NOT IN TIF,"1022 W 51ST ST
CHICAGO, IL
(41.80153, -87.65118)"
20-03-405-037-0000,714,E,44TH,ST,"3,979",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"714 E 44TH ST
CHICAGO, IL
(41.814974, -87.608373)"
20-30-215-019-0000,7245,S,MARSHFIELD,AVE,"3,117",17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7245 S MARSHFIELD AVE
CHICAGO, IL
(41.761725, -87.664962)"
16-11-105-004-0000,3717,W,CHICAGO,AVE,"5,847",27,HUMBOLDT PARK,B3-2,Chicago/Central Park,"3717 W CHICAGO AVE
CHICAGO, IL
(41.895464, -87.719515)"
16-23-225-021-0000,1500,S,HOMAN,AVE,"3,170",24,NORTH LAWNDALE,RT-4,Midwest,"1500 S HOMAN AVE
CHICAGO, IL
(41.860719, -87.710372)"
16-13-330-005-0000,1133,S,FRANCISCO,AVE,"3,143",28,NORTH LAWNDALE,RT-4,Midwest,"1133 S FRANCISCO AVE
CHICAGO, IL
(41.867294, -87.698372)"
16-13-108-005-0000,2957,W,FIFTH,AVE,"2,477",27,EAST GARFIELD PARK,C1-2,Midwest,"2957 W FIFTH AVE
CHICAGO, IL
(41.879876, -87.700724)"
16-14-310-039-0000,746,S,INDEPENDENCE,BLVD,"3,752",24,WEST GARFIELD PARK,RM-5,Midwest,"746 S INDEPENDENCE BLVD
CHICAGO, IL
(41.871178, -87.720292)"
26-05-112-019-0000,9118,S,BUFFALO,AVE,"3,522",10,SOUTH CHICAGO,RS-2,South Chicago,"9118 S BUFFALO AVE
CHICAGO, IL
(41.729552, -87.544256)"
25-15-322-027-0000,11038,S,EDBROOKE,AVE,"4,042",9,ROSELAND,RT-4,Roseland/Michigan,"11038 S EDBROOKE AVE
CHICAGO, IL
(41.693253, -87.619495)"
20-08-311-008-0000,5215,S,BISHOP,ST,"3,112",20,NEW CITY,RS-3,NOT IN TIF,"5215 S BISHOP ST
CHICAGO, IL
(41.798909, -87.661059)"
16-27-202-010-0000,2221,S,KOLIN,AVE,"2,666",22,NORTH LAWNDALE,RS-3,Ogden/Pulaski,"2221 S KOLIN AVE
CHICAGO, IL
(41.850629, -87.732292)"
20-16-205-002-0000,5527,S,LA SALLE,ST,"9,969",3,ENGLEWOOD,RS-3/M1-1,Washington Park,"5527 S LA SALLE ST
CHICAGO, IL
(41.793394, -87.629294)"
17-34-410-038-0000,758,E,37TH,ST,"1,633",4,OAKLAND,RM-5,NOT IN TIF,"758 E 37TH ST
CHICAGO, IL
(41.828441, -87.606773)"
16-13-107-058-0000,3064,W,FIFTH,AVE,"1,187",28,EAST GARFIELD PARK,C1-3,Midwest,"3064 W FIFTH AVE
CHICAGO, IL
(41.8791, -87.703437)"
20-19-408-031-0000,6834,S,WINCHESTER,AVE,"3,095",17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6834 S WINCHESTER AVE
CHICAGO, IL
(41.769227, -87.672419)"
20-09-325-014-0000,610,W,54TH,PL,"3,126",20,NEW CITY,RS-3,47th/Halsted,"610 W 54TH PL
CHICAGO, IL
(41.795335, -87.640876)"
20-03-315-023-0000,4510,S,PRAIRIE,AVE,"4,071",3,GRAND BOULEVARD,RM-5,47th/King,"4510 S PRAIRIE AVE
CHICAGO, IL
(41.812594, -87.619671)"
20-30-206-026-0000,7114,S,MARSHFIELD,AVE,"3,124",17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7114 S MARSHFIELD AVE
CHICAGO, IL
(41.764403, -87.665042)"
16-11-300-013-0000,337,N,PULASKI,RD,"2,985",37,WEST GARFIELD PARK,PMD 9,Northwest Industrial Corridor,"337 N PULASKI RD
CHICAGO, IL
(41.886488, -87.725805)"
16-15-107-025-0000,4452,W,WILCOX,ST,"5,016",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4452 W WILCOX ST
CHICAGO, IL
(41.878747, -87.736725)"
20-17-419-042-0000,6152,S,MORGAN,ST,"3,133",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6152 S MORGAN ST
CHICAGO, IL
(41.781746, -87.649707)"
16-15-415-020-0000,4342,W,GRENSHAW,ST,"3,788",24,NORTH LAWNDALE,PD 941,Roosevelt-Cicero Ind. Corridor,"4342 W GRENSHAW ST
CHICAGO, IL
(41.866966, -87.734509)"
16-15-103-003-0000,4451,W,MADISON,ST,"6,102",28,WEST GARFIELD PARK,B3-2,Madison/Austin,"4451 W MADISON ST
CHICAGO, IL
(41.880556, -87.736704)"
25-22-310-005-0000,11717,S,MICHIGAN,AVE,"8,287",9,WEST PULLMAN,B3-1,Roseland/Michigan,"11717 S MICHIGAN AVE
CHICAGO, IL
(41.681109, -87.620629)"
20-19-421-005-0000,1713,W,69TH,ST,"3,125",17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1713 W 69TH ST
CHICAGO, IL
(41.768516, -87.667001)"
20-21-122-019-0000,6558,S,STEWART,AVE,"4,374",20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6558 S STEWART AVE
CHICAGO, IL
(41.774623, -87.634902)"
17-27-414-043-0000,2929,S,ELLIS,AVE,"69,070",4,DOUGLAS,PD 1133,Bronzeville,"2929 S ELLIS AVE
CHICAGO, IL
(41.835739, -87.611242)"
25-34-314-023-0000,561,E,134TH,ST,"2,687",9,RIVERDALE,M1-1,NOT IN TIF,"561 E 134TH ST
CHICAGO, IL
(41.651876, -87.607908)"
20-07-409-042-0000,5244,S,WOLCOTT,AVE,"3,122",16,NEW CITY,RS-3,NOT IN TIF,"5244 S WOLCOTT AVE
CHICAGO, IL
(41.798107, -87.67199)"
13-11-312-042-0000,5051,N,MONTICELLO,AVE,"3,902",39,ALBANY PARK,RS-2,NOT IN TIF,"5051 N MONTICELLO AVE
CHICAGO, IL
(41.973492, -87.719511)"
25-25-211-015-0000,12335,S,OGLESBY,AVE,"3,124",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12335 S OGLESBY AVE
CHICAGO, IL
(41.669516, -87.564839)"
20-03-219-014-0000,709,E,BOWEN,AVE,"2,249",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"709 E BOWEN AVE
CHICAGO, IL
(41.819478, -87.608801)"
21-31-428-016-0000,8639,S,BALTIMORE,AVE,"3,116",10,SOUTH CHICAGO,RS-3,South Chicago,"8639 S BALTIMORE AVE
CHICAGO, IL
(41.738133, -87.548968)"
20-03-425-024-0000,4638,S,CHAMPLAIN,AVE,"3,167",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4638 S CHAMPLAIN AVE
CHICAGO, IL
(41.810069, -87.610213)"
20-08-426-025-0000,5424,S,MORGAN,ST,"3,176",20,NEW CITY,RS-3,47th/Halsted,"5424 S MORGAN ST
CHICAGO, IL
(41.795249, -87.65003)"
25-34-407-007-0000,13425,S,MARYLAND,AVE,"5,280",9,RIVERDALE,RS-2,NOT IN TIF,"13425 S MARYLAND AVE
CHICAGO, IL
(41.650988, -87.601024)"
16-11-224-031-0000,417,N,CENTRAL PARK,BLVD,"10,297",27,HUMBOLDT PARK,RM-5,Chicago/Central Park,"417 N CENTRAL PARK BLVD
CHICAGO, IL
(41.888458, -87.716358)"
20-08-312-024-0000,5308,S,JUSTINE,ST,"3,018",16,NEW CITY,RS-3,NOT IN TIF,"5308 S JUSTINE ST
CHICAGO, IL
(41.797361, -87.663449)"
16-24-303-020-0000,1955,S,KEDZIE,AVE,"6,158",24,NORTH LAWNDALE,B3-2,Ogden/Pulaski,"1955 S KEDZIE AVE
CHICAGO, IL
(41.854152, -87.705315)"
20-10-311-007-0000,5323,S,INDIANA,AVE,"3,910",3,WASHINGTON PARK,RM-5,47th/State,"5323 S INDIANA AVE
CHICAGO, IL
(41.797686, -87.620903)"
13-11-403-003-0000,3401,W,FOSTER,AVE,"3,739",39,NORTH PARK,B1-2,Lawrence/Kedzie,"3401 W FOSTER AVE
CHICAGO, IL
(41.975693, -87.713595)"
20-22-311-022-0000,6841,S,CALUMET,AVE,"4,487",20,GREATER GRAND CROSSING,RS-3,NOT IN TIF,"6841 S CALUMET AVE
CHICAGO, IL
(41.76986, -87.616985)"
20-16-300-030-0000,5924,S,EMERALD,AVE,"3,192",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5924 S EMERALD AVE
CHICAGO, IL
(41.786179, -87.643761)"
17-33-321-035-0000,3834,S,EMERALD,AVE,"2,973",11,BRIDGEPORT,RS-3,NOT IN TIF,"3834 S EMERALD AVE
CHICAGO, IL
(41.824739, -87.644743)"
11-32-400-016-0000,1040,W,COLUMBIA,AVE,"9,166",49,ROGERS PARK,RT-4,NOT IN TIF,"1040 W COLUMBIA AVE
CHICAGO, IL
(42.00464, -87.658287)"
16-13-312-015-0000,3129,W,POLK,ST,"3,104",24,EAST GARFIELD PARK,RT-4,Midwest,"3129 W POLK ST
CHICAGO, IL
(41.870975, -87.704314)"
16-08-415-029-0000,116,N,WALLER,AVE,"4,961",29,AUSTIN,RT-4,NOT IN TIF,"116 N WALLER AVE
CHICAGO, IL
(41.882739, -87.768165)"
16-08-416-001-0000,159,N,WALLER,AVE,"3,502",29,AUSTIN,RT-4,NOT IN TIF,"159 N WALLER AVE
CHICAGO, IL
(41.88338, -87.768192)"
20-16-219-014-0000,5801,S,LA SALLE,ST,"3,021",20,ENGLEWOOD,RS-3,Washington Park,"5801 S LA SALLE ST
CHICAGO, IL
(41.788864, -87.629144)"
20-25-324-011-0000,7829,S,STONY ISLAND,AVE,"2,501",8,SOUTH SHORE,C2-2,71st/Stony Island,"7829 S STONY ISLAND AVE
CHICAGO, IL
(41.75239, -87.585504)"
16-12-320-010-0000,3007,W,LAKE,ST,"7,217",27,EAST GARFIELD PARK,M1-2,Kinzie Industrial Corridor,"3007 W LAKE ST
CHICAGO, IL
(41.884087, -87.701577)"
16-12-330-036-0000,2932,W,MADISON,ST,"2,446",27,EAST GARFIELD PARK,C1-2,Midwest,"2932 W MADISON ST
CHICAGO, IL
(41.881063, -87.700036)"
16-23-406-019-0000,1608,S,SAWYER,AVE,"3,126",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1608 S SAWYER AVE
CHICAGO, IL
(41.858743, -87.706652)"
25-22-107-025-0000,11218,S,EDBROOKE,AVE,"4,180",9,ROSELAND,B1-3,NOT IN TIF,"11218 S EDBROOKE AVE
CHICAGO, IL
(41.690488, -87.619576)"
20-09-417-016-0000,5343,S,PRINCETON,AVE,"4,222",3,FULLER PARK,RS-3,47th/Halsted,"5343 S PRINCETON AVE
CHICAGO, IL
(41.796905, -87.633031)"
20-16-414-016-0000,6059,S,LAFAYETTE,AVE,"3,739",20,WASHINGTON PARK,RS-3,Washington Park,"6059 S LAFAYETTE AVE
CHICAGO, IL
(41.784138, -87.6265)"
16-13-404-029-0000,2732,W,LEXINGTON,ST,"3,747",28,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor,"2732 W LEXINGTON ST
CHICAGO, IL
(41.871976, -87.694957)"
20-16-219-037-0000,5742,S,PERRY,,"2,466",20,WASHINGTON PARK,M1-1,Washington Park,"5742 S PERRY
CHICAGO, IL
(41.789668, -87.627706)"
16-11-112-034-0000,620,N,AVERS,AVE,"3,064",37,HUMBOLDT PARK,RS-3,Chicago/Central Park,"620 N AVERS AVE
CHICAGO, IL
(41.892433, -87.722338)"
17-27-400-008-0000,2929,S,ELLIS,AVE,"60,199",4,DOUGLAS,PD 1133,NOT IN TIF,"2929 S ELLIS AVE
CHICAGO, IL
(41.835739, -87.611242)"
25-21-329-049-0000,11843,S,EMERALD,AVE,"3,469",34,WEST PULLMAN,RS-3,NOT IN TIF,"11843 S EMERALD AVE
CHICAGO, IL
(41.678592, -87.640745)"
20-16-300-039-0000,742,W,60TH,ST,"3,802",16,ENGLEWOOD,B2-2,Englewood Neighborhood,"742 W 60TH ST
CHICAGO, IL
(41.785058, -87.644092)"
16-23-311-043-0000,1848,S,HAMLIN,AVE,"2,905",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1848 S HAMLIN AVE
CHICAGO, IL
(41.855679, -87.719948)"
20-18-215-028-0000,5616,S,ASHLAND,AVE,"2,908",16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5616 S ASHLAND AVE
CHICAGO, IL
(41.791565, -87.664611)"
25-15-310-002-0000,10805,S,MICHIGAN,AVE,"3,479",9,ROSELAND,B3-2,Roseland/Michigan,"10805 S MICHIGAN AVE
CHICAGO, IL
(41.697829, -87.620889)"
20-29-321-035-0000,1328,W,79TH,ST,"3,001",17,AUBURN GRESHAM,POS-2,79th Street Corridor,"1328 W 79TH ST
CHICAGO, IL
(41.750451, -87.656525)"
20-20-211-023-0000,1018,W,65TH,ST,"2,716",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1018 W 65TH ST
CHICAGO, IL
(41.776037, -87.650343)"
17-17-325-007-0000,1439,W,TAYLOR,ST,"2,663",28,NEAR WEST SIDE,B3-2,NOT IN TIF,"1439 W TAYLOR ST
CHICAGO, IL
(41.869315, -87.663264)"
20-09-310-002-0000,5203,S,UNION,AVE,"3,015",3,NEW CITY,RS-3,47th/Halsted,"5203 S UNION AVE
CHICAGO, IL
(41.799614, -87.642843)"
17-18-113-050-0000,2302,W,JACKSON,BLVD,"1,615",27,NEAR WEST SIDE,RM-5,Central West,"2302 W JACKSON BLVD
CHICAGO, IL
(41.877608, -87.683941)"
13-21-231-027-0000,3626,N,CICERO,AVE,"7,277",30,PORTAGE PARK,B3-1,Belmont/Cicero,"3626 N CICERO AVE
CHICAGO, IL
(41.946874, -87.74714)"
20-15-105-012-0000,227,E,55,PL,"2,961",20,WASHINGTON PARK,RM-5,Washington Park,"227 E 55 PL
CHICAGO, IL
(41.793864, -87.620383)"
16-09-214-037-0000,4912,W,OHIO,ST,"3,005",37,AUSTIN,RS-3,NOT IN TIF,"4912 W OHIO ST
CHICAGO, IL
(41.891347, -87.748731)"
20-21-420-034-0000,7040,S,PRINCETON,AVE,"2,361",6,GREATER GRAND CROSSING,RT-4/M1-2,67th/Wentworth,"7040 S PRINCETON AVE
CHICAGO, IL
(41.765971, -87.632218)"
20-15-419-029-0000,6249,S,RHODES,AVE,"3,082",20,WOODLAWN,B3-3,West Woodlawn,"6249 S RHODES AVE
CHICAGO, IL
(41.780736, -87.612044)"
20-26-212-011-0000,1249,E,72ND,PL,"3,123",5,GREATER GRAND CROSSING,M1-2,NOT IN TIF,"1249 E 72ND PL
CHICAGO, IL
(41.763272, -87.593775)"
20-03-225-040-0000,4238,S,LANGLEY,AVE,"3,372",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4238 S LANGLEY AVE
CHICAGO, IL
(41.817615, -87.609191)"
25-22-321-020-0000,143,E,118TH,PL,"3,120",9,WEST PULLMAN,RS-3,NOT IN TIF,"143 E 118TH PL
CHICAGO, IL
(41.678991, -87.618883)"
20-09-401-008-0000,324,W,52ND,ST,"3,022",3,FULLER PARK,RS-3,47th/Halsted,"324 W 52ND ST
CHICAGO, IL
(41.799994, -87.633998)"
20-17-401-002-0000,1123,W,59TH,ST,"2,984",16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1123 W 59TH ST
CHICAGO, IL
(41.786924, -87.653297)"
20-26-208-002-0000,1205,E,72ND,ST,"3,126",5,GREATER GRAND CROSSING,RS-3,73rd & University,"1205 E 72ND ST
CHICAGO, IL
(41.764166, -87.595471)"
20-28-321-005-0000,7811,S,HALSTED,ST,"2,489",17,AUBURN GRESHAM,B1-3,79th Street Corridor,"7811 S HALSTED ST
CHICAGO, IL
(41.751981, -87.644094)"
20-20-118-023-0000,6616,S,BISHOP,ST,"3,086",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6616 S BISHOP ST
CHICAGO, IL
(41.77353, -87.660434)"
25-34-300-013-0000,257,E,134TH,ST,"7,500",9,RIVERDALE,RS-2,NOT IN TIF,"257 E 134TH ST
CHICAGO, IL
(41.651806, -87.615035)"
20-17-317-038-0000,1516,W,62ND,ST,"5,738",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1516 W 62ND ST
CHICAGO, IL
(41.78132, -87.662564)"
26-19-206-001-0000,11701,S,BURLEY,AVE,"4,141",10,HEGEWISCH,PMD 6,Lake Calumet Ind. Corridor,"11701 S BURLEY AVE
CHICAGO, IL
(41.682759, -87.544879)"
25-34-300-012-0000,251,E,134TH,,"7,497",9,RIVERDALE,RS-2,NOT IN TIF,"251 E 134TH
CHICAGO, IL
(41.65129, -87.615481)"
16-10-103-039-0000,4602,W,HURON,ST,"3,252",28,AUSTIN,M1-1,Northwest Industrial Corridor,"4602 W HURON ST
CHICAGO, IL
(41.893208, -87.741599)"
21-32-208-033-0000,8512,S,BURLEY,,"3,360",10,SOUTH CHICAGO,RT-4,South Chicago,"8512 S BURLEY
CHICAGO, IL
(41.740858, -87.545397)"
20-21-105-009-0000,6331,S,PARNELL,AVE,"4,127",20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6331 S PARNELL AVE
CHICAGO, IL
(41.778965, -87.63872)"
16-11-411-033-0000,3253,W,WALNUT,ST,"2,410",28,EAST GARFIELD PARK,RT-4,Chicago/Central Park,"3253 W WALNUT ST
CHICAGO, IL
(41.885386, -87.708345)"
16-23-426-013-0000,2133,S,CHRISTIANA,AVE,"6,008",24,SOUTH LAWNDALE,RT-4,Ogden/Pulaski,"2133 S CHRISTIANA AVE
CHICAGO, IL
(41.852494, -87.708914)"
25-03-422-002-0000,9313,S,LYON,AVE,"1,939",9,CHATHAM,RS-3,NOT IN TIF,"9313 S LYON AVE
CHICAGO, IL
(41.725398, -87.607747)"
16-11-101-008-0000,3903,W,CHICAGO,AVE,"3,022",37,HUMBOLDT PARK,C1-1,Chicago/Central Park,"3903 W CHICAGO AVE
CHICAGO, IL
(41.895421, -87.723901)"
26-05-113-035-0000,3308,E,92ND,ST,"2,777",10,SOUTH CHICAGO,RM-5,South Chicago,"3308 E 92ND ST
CHICAGO, IL
(41.728356, -87.543781)"
16-11-213-014-0000,625,N,CHRISTIANA,AVE,"2,979",27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"625 N CHRISTIANA AVE
CHICAGO, IL
(41.892612, -87.710127)"
20-08-428-046-0000,5418,S,HALSTED,ST,"3,111",20,NEW CITY,B3-2,47th/Halsted,"5418 S HALSTED ST
CHICAGO, IL
(41.795501, -87.645181)"
25-17-323-009-0000,1415,W,109TH,PL,"3,143",34,MORGAN PARK,RS-3,NOT IN TIF,"1415 W 109TH PL
CHICAGO, IL
(41.694904, -87.657711)"
16-15-412-002-0000,4050,W,LEXINGTON,ST,"3,919",24,WEST GARFIELD PARK,RT-4,Midwest,"4050 W LEXINGTON ST
CHICAGO, IL
(41.871823, -87.727283)"
16-23-407-001-0000,3215,W,16TH,ST,"6,252",24,NORTH LAWNDALE,B3-2,Midwest,"3215 W 16TH ST
CHICAGO, IL
(41.859088, -87.706066)"
16-03-429-034-0000,4120,W,CHICAGO,AVE,"2,791",37,HUMBOLDT PARK,M1-1,Northwest Industrial Corridor,"4120 W CHICAGO AVE
CHICAGO, IL
(41.895336, -87.729396)"
20-16-415-043-0000,334,W,61ST,PL,"2,430",20,ENGLEWOOD,RS-3,Englewood Neighborhood,"334 W 61ST PL
CHICAGO, IL
(41.782553, -87.63414)"
20-17-116-035-0000,5738,S,JUSTINE,ST,"3,106",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5738 S JUSTINE ST
CHICAGO, IL
(41.789302, -87.663226)"
16-23-400-037-0000,1839,S,CENTRAL PARK,AVE,"3,120",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1839 S CENTRAL PARK AVE
CHICAGO, IL
(41.85638, -87.715132)"
20-19-422-005-0000,1647,W,69TH,ST,"3,125",17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1647 W 69TH ST
CHICAGO, IL
(41.768533, -87.665744)"
20-08-123-029-0000,1236,W,50TH,ST,"3,036",20,NEW CITY,RS-3,NOT IN TIF,"1236 W 50TH ST
CHICAGO, IL
(41.803281, -87.656533)"
20-23-423-034-0000,7046,S,HARPER,AVE,"4,013",5,SOUTH SHORE,RT-4,71st/Stony Island,"7046 S HARPER AVE
CHICAGO, IL
(41.766477, -87.58794)"
20-18-222-019-0000,5749,S,PAULINA,ST,"3,121",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5749 S PAULINA ST
CHICAGO, IL
(41.789055, -87.666869)"
20-15-316-006-0000,6129,S,PRAIRIE,AVE,"8,162",20,WASHINGTON PARK,RM-5,Washington Park,"6129 S PRAIRIE AVE
CHICAGO, IL
(41.782879, -87.618931)"
20-17-208-012-0000,5627,S,RACINE,AVE,"2,997",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5627 S RACINE AVE
CHICAGO, IL
(41.791541, -87.654802)"
20-08-420-010-0000,831,W,53,ST,"3,607",20,NEW CITY,RS-3,47th/Halsted,"831 W 53 ST
CHICAGO, IL
(41.797835, -87.646755)"
26-05-107-027-0000,8914,S,AVENUE O,AVE,"3,005",10,SOUTH CHICAGO,RS-2,South Chicago,"8914 S AVENUE O AVE
CHICAGO, IL
(41.733449, -87.5403)"
20-17-408-041-0000,1152,W,61ST,ST,"3,001",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1152 W 61ST ST
CHICAGO, IL
(41.783274, -87.654249)"
20-10-123-021-0000,5026,S,KING,DR,"5,249",3,GRAND BOULEVARD,B3-3,47th/King,"5026 S KING DR
CHICAGO, IL
(41.803042, -87.61669)"
20-25-136-085-0000,7459,S,BALDWIN,AVE,"2,562",8,SOUTH SHORE,RS-3,NOT IN TIF,"7459 S BALDWIN AVE
CHICAGO, IL
(41.75904, -87.578539)"
19-13-215-034-0000,5756,S,ROCKWELL,ST,"7,870",16,GAGE PARK,RS-2,NOT IN TIF,"5756 S ROCKWELL ST
CHICAGO, IL
(41.78846, -87.688756)"
16-13-327-011-0000,1129,S,WHIPPLE,ST,"3,135",28,NORTH LAWNDALE,RT-4,Midwest,"1129 S WHIPPLE ST
CHICAGO, IL
(41.867732, -87.70204)"
16-23-406-023-0000,1620,S,SAWYER,AVE,"3,123",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1620 S SAWYER AVE
CHICAGO, IL
(41.858329, -87.706638)"
20-21-126-027-0000,6620,S,PARNELL,AVE,"3,201",6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6620 S PARNELL AVE
CHICAGO, IL
(41.773627, -87.638789)"
